SquareFeet,Bedrooms,Bathrooms,GarageSpaces,YearBuilt,LotSize,Neighborhood,IsRenovated,HasPool,HouseCondition,Price
3244,4,2,0,1972,8654.99969521488,Collinsside,0,1,5,9551258.8969496
4962,2,1,2,2021,4335.642073741727,Hernandezburgh,0,1,3,5458565.215974014
2473,3,2,2,2014,3425.115939751755,Lake Marvinton,0,1,1,4086084.405152309
3606,5,3,2,2004,7710.532773473135,Jodyburgh,0,1,3,8598471.673094176
4750,1,2,0,1961,4607.0012618524315,Mcphersonburgh,1,1,4,5761006.6112942565
1451,5,1,2,1950,7356.805679124423,Krauseville,1,1,8,7882883.994583065
3336,5,2,1,1960,2137.520839244179,East Michael,0,1,8,3018194.048623729
2164,3,2,2,2000,5981.598115102657,Zacharyview,0,1,9,6544890.033091811
2107,3,3,2,2015,4415.147580131693,Mcclainchester,0,1,2,4982233.1752132075
4765,3,2,1,1994,9975.745563945406,Peterport,0,1,1,11013506.44527307
3438,4,1,0,2021,6322.522776432743,Burtonshire,1,1,4,7253187.588348842
4662,2,1,2,1980,7139.487845577283,Port Matthew,1,1,7,8169599.463616254
1214,1,3,2,2002,2179.3160516247794,East Michaelview,1,1,3,2528959.09767627
2549,3,3,2,1994,9927.72295982306,East Scottmouth,0,0,9,10535050.717787277
3262,1,3,2,2016,1462.640195408144,Timothyside,1,1,5,2248293.9314154605
4474,1,1,1,1990,1637.5300390303198,Jerryfort,0,0,2,2668966.7644202164
1127,1,2,2,1977,1681.6174684138414,Lake Josephborough,1,0,3,2144066.6436719783
2845,3,1,0,2011,8835.4058039232,Feliciaville,0,1,6,9563035.681419227
4548,3,1,1,1951,7557.303778721629,Patriciashire,0,1,7,8620665.697528264
1759,2,3,1,2021,9757.47655794685,Campbellport,1,1,10,10245859.874315433
3451,3,3,0,2014,1599.0429975182924,Marquezland,0,0,9,2516071.814007061
4100,3,2,2,1970,7225.080792327919,Gainesborough,0,1,5,8134275.369400197
2815,1,2,2,1964,5799.4235563124075,Port Jennifer,0,1,5,6464209.862291711
3385,2,2,2,2004,6752.225701998094,Gomezfurt,0,1,6,7543689.6556001315
3878,5,2,0,1957,5616.247361467428,Kimberlyshire,1,1,5,6526177.415806704
3761,3,1,1,1969,7078.122597533412,New Caitlin,0,1,9,8007992.323398197
1360,3,2,2,2013,9163.531845966381,Knighttown,0,0,9,9587241.826265728
1568,5,1,0,1988,6287.2648841710225,Lake Michaelbury,1,0,5,6789901.564420383
2415,1,1,0,1956,9067.742882681841,Petersonfort,1,1,1,9769219.036925964
3265,2,2,2,2006,8039.460841461539,Jenniferstad,0,1,7,8798853.459309712
2597,1,2,0,1980,8784.316306543964,Jonesbury,0,1,9,9468507.52359363
2692,4,1,2,1983,6933.25780566856,East Amberburgh,1,0,4,7653971.727618463
1201,3,3,2,2000,5667.451986035392,West Brittney,1,0,1,6105407.466486458
3064,4,2,2,2005,1625.9893660781822,Port John,1,1,1,2387195.130956138
3369,3,3,1,1978,8514.122172832727,New Heatherberg,1,0,8,9299556.814665534
1517,4,1,0,2012,3178.096659636227,New Dianaton,1,0,3,3619217.923589415
4641,5,3,1,1982,1329.9489388094821,Port Michael,0,0,2,2393735.981063492
2348,3,1,2,1994,5671.640619424421,Thompsonfurt,0,0,6,6252786.448096644
2435,3,3,0,1955,6692.640728531154,Port Jessica,0,0,2,7418448.4456906775
2341,4,3,2,1986,6956.482612620194,Hayestown,0,0,4,7659771.875658989
1680,2,3,0,2002,7027.442105817366,Lake Richard,1,1,10,7653269.793710995
2988,4,1,2,1951,6883.501541718449,West Carol,1,0,1,7625924.422173397
4153,3,1,0,2006,8273.729278548208,Sampsonmouth,0,0,8,9226453.626242956
4545,3,1,2,2000,7924.254480540131,Port Jerrymouth,1,1,8,9027542.495106844
2491,2,2,2,1988,8315.50624847226,North Mirandastad,1,1,9,9043642.465167897
1424,1,1,1,1971,5142.359254041675,East Joan,1,1,4,5579123.715808588
2968,2,2,1,1992,1565.368712686609,Ralphside,1,1,1,2235568.4028296852
4802,1,1,0,1987,6756.186380914038,Roberttown,0,0,6,7788815.969274985
2712,3,2,0,2013,2891.9327291612694,Bobbyborough,1,1,10,3656563.261874087
4275,5,3,1,1986,8735.694009828467,Kimberlyland,1,1,4,9769749.387671812
4654,5,3,2,1987,7494.991477922463,West Alexander,1,0,1,8667291.575354999
4066,4,1,2,2020,7892.8289499119,Murphymouth,0,1,5,8836207.829395909
3434,2,2,0,1980,3577.7998941129717,Monicaton,1,0,10,4380267.563721833
1777,2,3,0,1993,6697.486924048022,East Justinstad,1,0,4,7280175.459200359
3145,5,3,2,1963,5752.7554370350945,Snyderview,1,1,1,6584370.9051106
4416,1,2,1,2001,3416.066782538049,Gabrielport,0,1,7,4505816.563806847
2826,2,1,0,2016,8310.030641864361,Melissabury,0,0,10,8971522.034254191
1207,1,3,2,1954,5949.625736785317,Port Ryan,1,0,2,6497083.2064859215
2537,1,1,0,1991,2717.094304545036,Amandashire,0,0,6,3362252.1440529516
2659,1,1,1,1956,3747.2241284216725,Houstonfurt,0,0,2,4504363.164963568
4863,1,2,0,1967,3043.967133234535,Jacobhaven,1,0,5,4149303.519227127
3633,4,2,2,2006,3811.599284493885,Lake James,1,1,2,4739446.905458343
3213,4,3,1,1993,2693.522733303733,North Wendy,0,1,9,3485826.2488471693
1021,5,2,2,2010,4340.2500747394715,Lisaport,0,1,1,4730881.7922754735
1153,4,3,1,2012,7245.848530588276,Solomonhaven,1,0,2,7666845.711152743
2962,2,3,2,1981,9633.694863595814,Rodriguezview,1,0,8,10401500.26243203
4510,4,3,0,1977,2894.8245173761757,Rosaleschester,0,1,9,4009430.373537687
4366,2,1,1,1953,3698.4664786042167,Nicholeview,0,0,1,4729816.258092571
1218,2,1,1,1964,1019.382138975297,Paulfurt,0,1,10,1422734.8161824322
1668,1,2,1,1951,3027.7420123702636,Wendyfort,1,1,3,3559339.463827995
2518,5,2,0,1972,4766.066678543492,Matthewmouth,1,1,4,5407063.375169189
3277,1,3,1,2008,5155.6366456209425,Michellehaven,0,0,5,5894020.568583557
3067,1,3,0,1972,3396.9834211983707,Port Thomasside,0,1,1,4102555.346346234
3600,4,1,0,1975,2352.9067164546827,Port Stephanieshire,0,1,5,3265813.7718279916
1949,4,1,1,1983,6067.627466417618,East Andrewside,0,1,7,6653170.62022369
3195,2,3,2,1962,4682.702910698502,West Kimberly,1,1,1,5465271.755857238
4179,4,3,1,1989,4836.39287517854,Robertoton,0,0,3,5852493.71360877
1402,4,2,2,2000,9054.8252569709,Jonesfurt,1,1,8,9529788.976978296
1595,3,3,2,1959,6052.986140865768,Mirandachester,1,0,4,6498739.288192286
4554,2,3,1,1988,4495.0545242448725,East Marthashire,0,1,2,5559829.895313342
3414,2,3,1,1953,3284.1082411995894,North Johnshire,0,0,3,4081722.9082320468
4905,3,1,2,2001,4857.3793432923085,Webbfurt,0,1,7,6013674.475239983
2437,2,1,1,2005,8756.816052094377,South Jason,0,1,7,9412975.76355924
4380,5,2,1,1976,9685.900446323481,East Jessica,1,0,8,10703511.124779679
3849,5,2,0,1957,4395.076881925067,Port Christopher,0,0,7,5303068.685566469
3965,3,2,2,2002,2880.839265562919,Lake Kristine,0,1,3,3852672.2487976886
4906,4,3,0,1962,9230.676927710707,East Michael,1,1,2,10365073.549837727
2157,5,3,1,1995,2299.9330468397393,Floresbury,1,1,8,2946492.383754395
2742,3,1,1,1985,3676.467322698286,Carrshire,1,1,4,4446094.330593154
2306,5,3,0,1992,2837.3134586200918,South Thomas,1,1,8,3478756.28771715
4849,1,3,0,1984,6092.466267818709,South Kenneth,0,0,2,7170175.361169436
1072,3,1,1,2000,4677.77011121787,Gilbertchester,1,0,8,4988758.844743507
1480,2,2,2,2012,3584.4971571448314,Morrisontown,1,1,8,4053994.1042919145
4423,5,3,0,2017,7911.353077449958,Johnfort,0,1,10,9025645.484434994
1559,2,1,2,1962,6977.05037187336,Suttonland,1,0,6,7448034.244226315
4397,3,1,1,1996,9959.60327153277,Wallacefurt,1,0,7,10975671.288312117
1744,5,2,2,1955,3807.8938743341973,Lake Sarahton,1,1,7,4363632.635560844
2466,2,1,2,1967,8607.529603952291,North Melissa,0,1,3,9228278.285204109
1099,4,2,1,1957,3722.5672023969423,Port Matthew,1,0,1,4056173.394923772
2082,4,2,1,1990,1081.3362250528046,South Jennifertown,0,0,8,1664025.76749345
3555,1,2,1,2010,2358.079177337711,Lisatown,1,1,6,3233646.4944980196
3305,3,2,2,1969,5576.234665310968,Lake Darryl,1,0,6,6332739.40797436
1412,2,2,0,2005,8290.084059622905,West Michelleburgh,1,1,7,8679030.346719801
4523,1,1,1,1951,1516.7133463035682,West Ryan,1,1,10,2561151.963562373
2088,3,3,1,2015,8488.131394948083,Greerville,0,0,9,9113747.416858038
3642,4,2,0,1981,7444.669539055003,East Gailshire,0,0,7,8198487.808583834
2177,2,2,1,1971,1310.6717478782332,New David,0,0,3,1910980.757455188
3008,5,3,1,1990,1956.6618974448024,Danielhaven,1,0,8,2695939.243226471
3313,4,3,0,1959,1680.6696700697598,Lake Donaldhaven,0,0,7,2465408.390441827
1820,5,2,2,1988,7110.936967126443,East Elizabethville,0,1,5,7575359.852641716
4150,5,3,2,1994,6049.2663357426145,East Oscar,1,1,7,7074457.686348775
4386,2,2,2,1954,4229.724650234022,Mullenville,1,1,9,5213498.439180229
1661,2,1,1,1961,1794.8041758514787,Stephensside,0,0,7,2318765.5521275033
3994,5,3,0,1981,4536.833559394804,Robertmouth,1,0,10,5564114.193315809
1559,1,3,2,1989,7139.557601770862,Thomasland,0,0,5,7635577.154917821
3964,5,1,0,1967,1840.7055969926305,East Jameshaven,1,1,10,2709624.533957019
3938,5,3,2,2013,8709.264563977993,Warnerland,1,0,6,9689560.362614676
2271,2,1,2,1950,1566.177555756146,Stokesmouth,0,0,7,2214748.0011205864
2813,3,2,1,2002,6473.743841350854,Carrieland,1,0,3,7166056.256401892
3915,4,3,2,1991,2702.329329631705,New Sarahport,1,1,5,3710808.749493202
1609,2,3,2,1987,1824.7570686070414,West Davidshire,1,0,9,2406837.8853468313
3461,1,1,0,1966,4194.7438341652605,Port Justin,1,1,1,5069795.6041242415
1024,4,2,1,2011,7002.352371768502,North Lisamouth,1,1,6,7300054.244561963
3028,2,2,1,1977,2089.476505783371,South Cheyenneside,0,1,8,2819477.54908801
1283,2,1,2,1971,5281.275916320921,Jasonhaven,0,1,4,5662844.409223727
2472,3,3,1,1995,4654.9640405342925,Stevenshaven,0,1,1,5377615.656736179
3928,1,3,0,1987,4847.088172803262,Lake Jeffreyfurt,0,1,1,5825331.019756136
1300,1,1,1,1981,9490.750751525464,Lake Wandachester,1,1,3,9830073.914934134
2091,2,1,2,2004,4141.269113904464,New Tony,0,0,10,4735633.770944732
2030,3,1,1,1958,9924.660170682946,Kaylaburgh,0,1,5,10464579.95971823
1816,2,3,1,1999,5845.520507069669,New Rogerburgh,1,1,4,6461076.273923287
4208,5,1,2,1986,8582.32796933268,Padillafort,0,1,9,9636107.107156994
4235,5,2,1,2014,4139.779016962021,North Laurashire,0,0,4,5067195.087342288
1082,3,1,1,1993,1762.964391192497,Port Jasonmouth,0,0,3,2121325.4016458117
2920,2,2,2,2009,1759.632826529261,Huertaberg,1,0,10,2498207.556897184
4721,3,2,2,1978,6167.343593182072,Stacyland,0,0,8,7233620.690842447
4491,2,1,0,2012,9369.242196440955,South Nathanfort,0,1,9,10477588.069497747
4144,2,2,2,1975,1640.987367320998,Burnstown,0,1,9,2615187.636195407
4308,5,3,2,1994,7202.055684845194,West Mark,0,0,7,8256402.324001688
3093,4,1,1,1984,6069.259814738931,Vanceton,0,0,4,6779277.254479097
1617,1,3,2,1956,6870.255520950584,North Deanna,1,0,9,7411052.59853042
3975,1,3,1,2016,2939.8686040218768,East Catherinefort,1,1,2,3862932.7875728207
4871,3,2,2,2002,1634.5766115169363,North Michael,1,0,6,2791463.5133841527
3309,1,3,0,1990,1672.5540646885645,Lake Jim,0,1,10,2517136.2337130676
1175,5,3,0,1953,3220.5229982670135,Sherylland,1,0,1,3618795.944738407
2189,4,1,1,1951,2922.753388956283,Davidfurt,0,1,3,3634283.086016076
3704,2,1,1,1984,2137.218480294057,Coxview,0,1,7,3032191.1711580823
1841,2,3,1,1982,3382.1466512868637,Rodgersstad,1,1,8,3887153.92561643
1369,5,2,0,1999,5805.763226306859,Davidburgh,1,1,7,6218459.362118552
2818,1,2,0,1962,9545.624291644508,Elizabethchester,0,0,10,10262861.841813752
3101,2,1,2,1956,9300.418838903715,West Kim,1,1,5,10106427.454530206
1689,1,1,2,1988,3445.4227790398804,East John,0,1,10,3980403.6674538404
4490,5,1,1,1998,1595.8881468326613,New Bryan,1,0,2,2711649.7206595703
2779,2,2,0,1952,9960.702296526566,Stevenburgh,0,0,5,10614670.341397163
4578,3,1,2,1966,5287.675175503106,Ruizton,1,0,7,6417208.317976547
2364,4,3,0,1974,9804.70938622043,South Kaylastad,0,1,6,10450232.905263217
4198,1,2,0,1963,5838.778160249789,Donnaton,1,0,1,6788884.240119507
2432,1,3,1,1954,8977.247384802895,New Latashahaven,1,1,9,9678307.793551875
4995,1,1,0,2020,5024.98586667523,North Terri,0,1,6,6151461.939681657
1366,1,2,1,1982,6598.207099403975,Vernonview,0,1,3,6952780.6233004825
4342,5,1,2,2000,5821.662860697428,North Kelseyberg,0,1,3,6865396.602211316
1643,5,2,0,1966,2978.895871862101,North David,1,0,6,3445776.133117001
4676,5,1,1,2010,7874.1845659180235,Melvinfurt,0,1,7,8853793.818611033
3426,5,2,0,1980,1493.250162563102,East Lisa,1,0,4,2295697.2601645393
1072,2,2,0,1964,4261.705713056708,Port Codyton,1,0,7,4543340.538900511
4994,5,2,2,1989,8829.124422467512,Hamiltonhaven,0,1,3,9875096.21730652
4993,2,3,1,2014,5524.153864165128,North Ryan,1,0,3,6758188.533855127
3962,3,1,0,1969,1698.8092963759257,Westbury,0,1,4,2655985.1992421616
2271,5,1,0,1983,2867.7722816022383,New Robin,1,0,2,3423438.8378910488
1859,3,2,2,2014,1986.755770513476,Stephaniechester,0,1,7,2548042.6160861687
4856,5,3,0,1981,3498.699762708496,East Jenniferborough,0,0,5,4578325.023865596
1042,3,2,1,1971,2487.8064813787882,Lake Charles,1,0,9,2862646.080946239
3424,4,1,1,2011,7407.557050831017,Meyerborough,1,1,9,8248039.917903413
2064,3,1,1,1994,6934.8367981669535,Benjaminchester,0,1,1,7510564.414935195
3217,2,2,0,1960,2215.7098036522916,Smithton,0,1,10,3006024.630271475
3259,1,2,0,1982,5004.9174934415405,Toddberg,0,0,2,5830411.719984167
2516,3,2,1,1987,3662.5742110997626,West Michael,0,0,4,4320948.925711832
4751,1,1,0,2014,4034.9437241651976,Longville,0,1,5,5042965.583227032
3086,4,2,2,2012,6183.817908927417,Philipside,0,0,7,7012136.561186099
1368,4,2,1,1987,9088.20140684883,Terrymouth,1,1,5,9606467.519276703
3804,2,1,2,1962,9075.925156047693,Port George,0,0,1,10016282.674468722
1150,2,2,2,1997,4717.19346797941,Wadeville,1,0,4,5171614.443735692
2134,3,3,0,1973,4538.756355516895,Lake Zacharyville,1,0,5,5114870.086405383
2503,5,1,0,1985,5661.782838249055,Ingramville,1,0,2,6256896.131611608
2459,4,2,1,1969,5267.035063325606,Crossport,1,0,1,5925215.165133984
2070,1,2,0,1992,1556.0652144954163,New David,0,1,2,2178567.271647054
2023,5,1,2,2006,6208.7450639700155,West Danielfurt,0,0,4,6664557.108371156
2598,4,1,0,2014,6262.592136943055,Samanthaside,0,1,10,6884751.974685021
3784,3,3,1,2009,5053.03667859593,West Ashley,1,1,3,6003328.492488438
3040,4,2,0,1992,4725.6826898817735,East Richard,1,0,8,5437012.374668154
2389,2,2,2,2014,9450.51170306125,Rosefort,1,1,4,10137902.253322413
1068,1,2,2,1995,6407.416016273293,Davestad,0,0,4,6745980.310949278
3346,1,1,1,2011,8346.514961914889,West Stephaniefurt,1,1,5,9079713.633568233
1943,2,1,1,2019,9584.56957719261,East Joanna,0,1,1,10091001.879757911
1801,5,1,0,1975,8290.915209814752,South Brandon,1,1,1,8845614.127266731
3343,2,2,0,1978,9486.816149199773,Maryhaven,1,1,10,10273558.827456733
3250,1,2,1,1990,7833.642191488748,Goldenfort,1,0,5,8553002.308612635
1060,3,1,2,1964,2531.084697036976,Heatherfurt,1,1,6,2940218.821026183
1945,5,3,0,1968,3042.373804121987,South Annette,1,1,3,3622413.543684088
4010,4,2,1,2008,2745.0572583549724,Davisstad,1,1,4,3747557.6299495785
4901,3,3,1,1977,3899.134803278046,Tammyshire,0,1,8,5123304.010413971
2337,5,1,2,1964,4194.935160435147,Powellton,1,1,5,4809269.820907154
2184,1,2,1,2007,8300.637806325449,New Kelliborough,1,1,9,8794760.400327098
1330,1,3,0,2002,4247.667691158322,East Robertfort,1,1,2,4678315.407792038
2551,3,2,0,1991,7544.96809728709,Meganview,0,1,6,8175036.480148641
1337,5,3,1,1977,9134.350963165823,New Jennifer,1,0,9,9707065.3735356
2629,4,2,1,1968,2030.980740480094,Lesterland,1,1,5,2650726.236857336
2327,4,3,2,2020,1002.3512764865279,Gilmoreport,1,0,5,1601646.868294168
2526,2,3,2,1951,8997.927355532203,Melissaburgh,1,0,5,9655201.824267022
2673,3,1,1,1967,3144.305635071789,Woodborough,0,0,6,3800646.114189623
2361,5,1,0,1989,2380.9397512902365,Amyfort,1,1,8,3023136.050222406
2573,3,3,2,2002,3656.87899341235,Owensport,1,1,8,4337322.239007722
3686,4,2,1,1957,2674.234969964583,Derrickview,1,1,1,3546469.9314760696
1274,5,3,2,1958,8142.868031541507,North Micheletown,0,0,4,8616207.641681246
2187,1,2,2,1970,6710.5721527598835,Ortegaton,1,0,9,7318112.0123178605
4514,1,2,2,1993,2505.738590157308,Amandafort,0,1,6,3500746.5650113393
3366,5,2,2,2009,6252.073973991334,Lambertmouth,0,0,5,6983338.116931584
3636,3,2,2,2020,2872.8195171335547,South Williammouth,0,0,5,3734581.6070064125
3551,3,1,2,1980,2778.0037517584005,West Molly,0,1,4,3647324.6240787855
4757,1,3,0,1962,6359.023034296973,West Amy,0,0,5,7387580.187156943
3434,1,2,2,1994,6982.183331869499,North Jerry,1,1,2,7789528.2497639265
2993,4,1,1,1951,4115.818468979486,Kellyside,0,1,9,4882416.739525147
1869,5,2,1,1983,7870.668228885116,Bridgeshaven,0,0,3,8337907.52317231
3880,3,2,2,2018,8534.930404577412,Oliviashire,0,1,1,9465278.520538248
2014,4,1,2,2015,9247.097842605383,West Olivia,0,0,2,9747223.9757562
2911,3,1,1,2011,6634.539335473577,North Stephenbury,1,1,5,7364354.6250814535
1602,1,2,2,1996,2980.2240086936627,Parkerborough,0,1,10,3426405.7303398936
4821,5,3,1,1951,7736.183215182628,North Candaceburgh,0,0,5,8931028.83316179
2799,2,1,1,2021,1970.6125712262888,South Melissa,1,0,3,2611230.684447327
1690,5,3,0,1986,2630.93375326878,Josephfort,1,1,6,3067976.966810872
1493,2,2,0,2012,8495.093146097768,South Tina,1,1,4,8884988.174195504
1489,4,2,1,2005,9197.464982324798,Timothymouth,0,1,2,9582132.20256535
3768,2,2,2,1995,1600.4535945220262,Perryfurt,0,1,4,2568302.7260579662
4144,2,2,1,2012,3809.0937774120916,Kevinport,0,0,5,4728514.87325319
3556,4,2,1,1957,6662.597786203714,South William,1,0,6,7490997.366083615
1389,5,2,2,2004,9447.829659428713,West Manuel,1,1,1,9944370.220200377
4690,4,3,0,1992,6136.528965142105,Lovestad,0,0,7,7168170.002680576
4928,1,1,1,1972,8388.932970622345,Everettmouth,0,1,1,9578734.665748222
1294,1,2,0,1965,9304.796070752598,Ericksonfort,1,0,4,9707880.04519248
2392,2,1,2,2001,5671.385976270655,East Elizabethfort,1,0,10,6233962.6203999985
3843,4,3,0,2003,7664.0461262709305,Port Meagan,0,1,4,8587899.983493399
3912,4,2,2,1986,6961.7162138174435,West Aaronfurt,1,1,1,8025884.3228770755
2717,4,2,2,2016,7042.2600563012375,North Emily,1,0,9,7817729.677049006
3596,5,1,0,1967,5653.600003077458,Christinatown,0,0,9,6409402.721329092
1648,3,1,1,2008,6608.724915048374,Jessicaport,0,0,3,7080227.964211969
2873,3,1,1,1950,5989.370555252205,Lake Chase,0,1,4,6755365.757913149
1567,3,2,2,1968,6739.687107569289,Jonesport,0,1,1,7311127.851539666
4258,5,1,0,1962,5546.7801079799965,Lake Tiffanyview,1,1,1,6721293.358819007
3900,4,1,0,1982,3002.473133383584,North Rebeccamouth,1,0,3,3961466.825645577
3817,3,3,0,1971,7242.566052569012,Lake Norma,1,0,5,8174597.0792653235
1444,4,2,0,1976,4456.285152953408,Bryanland,0,1,9,4958569.522588527
4641,2,2,2,1999,2149.67362765564,South Jerry,0,1,9,3249357.947060442
1362,3,2,0,2021,8661.91775472947,Petersenton,1,0,2,9112011.503983436
3170,2,1,0,2002,2632.123032590064,Rachelshire,1,0,10,3396703.2945709494
2211,5,3,1,2009,5866.380761887567,Lake Nicholasview,1,1,5,6445255.068783124
1741,1,1,2,1999,7490.0565132001275,Jennifermouth,0,1,10,8087872.290033566
3041,5,2,0,2015,6829.32176663255,South Stephen,1,1,3,7601483.242037305
1679,5,1,0,1973,2447.735502838373,Lake Randy,1,0,6,2911326.427852468
3467,5,2,2,2018,2747.243139515455,Jimenezbury,1,0,3,3597553.0448832694
4697,3,1,2,1957,2339.631853928599,North Dana,0,1,2,3438063.3539629574
4323,2,1,1,1969,1652.9246929846527,New Jessica,1,1,10,2793073.254028882
2642,3,2,2,2015,3549.461346908501,West Aprilfort,0,1,3,4184475.1595567125
2572,1,1,0,2019,5717.245059403072,East Charles,1,1,2,6338786.922368568
2358,5,2,1,2008,2556.5579871692266,Port Stevenstad,0,0,1,3187452.913704358
3139,4,1,0,1996,9737.733446772216,Juliebury,1,1,7,10505868.346900651
4601,1,1,2,1985,7289.474331714919,Fordtown,0,1,6,8410915.761387683
4937,2,1,2,1951,6250.911249799016,Smithborough,0,1,4,7509537.421501807
1062,1,2,2,2013,7132.767518738215,New Jeffreyview,1,1,3,7541573.552730422
4733,3,1,1,1987,4923.55009492763,Ryanland,1,0,6,6021764.764027499
3559,4,1,0,1975,5229.173600508035,North Christianfort,0,1,4,6091281.943000694
2162,3,3,0,1969,8997.984607126926,Amandaland,0,0,6,9474603.181553671
4769,5,3,1,1953,7497.455084608788,Jennyside,1,1,9,8654524.932990396
4256,5,2,2,2014,6293.68154239645,South Jamesland,1,0,7,7249493.565566133
2228,1,2,0,1963,9551.912998896021,Lake Lisabury,0,0,3,10130720.181945153
3819,5,2,2,1984,6963.771620725761,Timothymouth,1,0,4,7798612.056335908
4285,5,2,2,2001,4588.210908469913,Geraldmouth,1,1,9,5548793.117320873
1255,2,1,0,1972,1427.121294302019,West Maryshire,1,0,6,1801009.5200720823
1134,2,1,2,1969,4516.084956070627,Beverlyfort,0,0,2,4896390.383589495
4644,3,2,0,1976,9323.252244324016,East Joelton,1,1,10,10378961.54468685
1874,3,2,0,1990,1401.848722267482,Jeremyburgh,1,1,8,1985410.7481306281
1821,2,3,1,1985,2661.0638132674326,Port Jessica,1,0,3,3125476.7660314953
3135,1,2,0,1953,8278.727950850162,Larryport,0,1,3,9131146.406077225
4907,2,3,1,1975,4284.59343499761,Colonfurt,1,1,5,5477639.663687106
4035,3,2,2,1989,2673.0880992391335,West Cody,0,0,9,3647714.56156122
4278,4,2,1,2015,8340.98631423024,Blackmouth,1,0,10,9314169.11166633
4200,5,1,2,1952,6025.956781052348,North Whitneyhaven,1,1,7,7075136.03865592
1822,4,2,1,2013,5936.171155637477,South Cherylmouth,0,0,8,6398507.625259921
4074,4,3,2,1978,3644.064525849786,West Norman,0,1,7,4723807.146427039
1973,5,1,0,2003,7076.212330617133,Shawnmouth,0,0,8,7613432.975930055
3981,2,3,1,1956,8756.434795280298,East Anthonyfort,1,1,8,9722427.291804949
2777,1,2,0,1974,7751.847774507697,North Benjaminton,0,1,2,8393416.374784889
1120,4,1,0,1973,6511.834707428326,South Laura,0,1,2,6944026.406580347
4456,1,3,2,1992,4154.67576252949,New Joseph,1,1,9,5230552.910992713
2637,3,2,2,1955,8693.23237888675,Lake Kimberly,1,0,4,9404599.5867187
4109,4,3,2,1964,6094.968310307576,Lake Alexandrachester,0,1,6,7112893.445124999
